time(s);battery;memory;orbit;obc;eps;communication;EDC;Longitude;Latitude;total_drop;active_PCDs;onGS
36690;99.57069;1.30326;ecl;On;On;Receiver;Off;40.70575;60.35551;0.0022944445;None;NO
36700;99.55876;1.30356;ecl;On;On;Receiver;Off;40.32715;59.758488;0.0022944445;None;NO
36710;99.54684;1.30386;ecl;On;On;Receiver;Off;39.96025;59.160606;0.0022944445;None;NO
36720;99.53491;1.30416;ecl;On;On;Receiver;Off;39.604404;58.56191;0.0022944445;None;NO
36730;99.52299;1.30446;ecl;On;On;Receiver;Off;39.259007;57.962452;0.0022944445;None;NO
36740;99.51106;1.30476;ecl;On;On;Receiver;Off;38.923485;57.362267;0.0022944445;None;NO
36750;99.49913;1.30506;ecl;On;On;Receiver;Off;38.59732;56.7614;0.0022944445;None;NO
36760;99.487206;1.30536;ecl;On;On;Receiver;Off;38.28002;56.159885;0.0022944445;None;NO
36770;99.47528;1.30566;ecl;On;On;Receiver;Off;37.97113;55.55776;0.0022944445;None;NO
36780;99.463356;1.30596;ecl;On;On;Receiver;Off;37.67022;54.95505;0.0022944445;None;NO
36790;99.45143;1.30626;ecl;On;On;Receiver;Off;37.376884;54.351795;0.0022944445;None;NO
36800;99.43951;1.30656;ecl;On;On;Receiver;Off;37.090755;53.748016;0.0022944445;None;NO
36810;99.42758;1.30686;ecl;On;On;Receiver;Off;36.81148;53.143738;0.0022944445;None;NO
36820;99.41566;1.30716;ecl;On;On;Receiver;Off;36.538727;52.53899;0.0022944445;None;NO
36830;99.40373;1.30746;ecl;On;On;Receiver;Off;36.272182;51.933792;0.0022944445;None;NO
36840;99.39181;1.30776;ecl;On;On;Receiver;Off;36.011562;51.328163;0.0022944445;None;NO
36850;99.37988;1.30806;ecl;On;On;Receiver;Off;35.756588;50.72213;0.0022944445;None;NO
36860;99.36796;1.30836;ecl;On;On;Receiver;Off;35.507004;50.11571;0.0022944445;None;NO
36870;99.356026;1.30866;ecl;On;On;Receiver;Off;35.262566;49.50892;0.0022944445;None;NO
36880;99.3441;1.30896;ecl;On;On;Receiver;Off;35.02304;48.90177;0.0022944445;None;NO
36890;99.33218;1.30926;ecl;On;On;Receiver;Off;34.78821;48.29429;0.0022944445;None;NO
36900;99.32025;1.30956;ecl;On;On;Receiver;Off;34.55788;47.68648;0.0022944445;None;NO
36910;99.30833;1.30986;ecl;On;On;Receiver;Off;34.331844;47.078365;0.0022944445;None;NO
36920;99.2964;1.31016;ecl;On;On;Receiver;Off;34.10993;46.469955;0.0022944445;None;NO
36930;99.28448;1.31046;ecl;On;On;Receiver;Off;33.891953;45.861263;0.0022944445;None;NO
36940;99.27255;1.31076;ecl;On;On;Receiver;Off;33.677753;45.2523;0.0022944445;None;NO
36950;99.26063;1.31106;ecl;On;On;Receiver;Off;33.467175;44.643078;0.0022944445;None;NO
36960;99.2487;1.31136;ecl;On;On;Receiver;Off;33.260067;44.033604;0.0022944445;None;NO
36970;99.23678;1.31166;ecl;On;On;Receiver;Off;33.056293;43.423897;0.0022944445;None;NO
36980;99.22485;1.31196;ecl;On;On;Receiver;Off;32.855717;42.813957;0.0022944445;None;NO
36990;99.21292;1.31226;ecl;On;On;Receiver;Off;32.658207;42.2038;0.0022944445;None;NO
37000;99.201;1.31256;ecl;On;On;Receiver;Off;32.463646;41.593433;0.0022944445;None;NO
37010;99.18907;1.31286;ecl;On;On;Receiver;Off;32.27192;40.982864;0.0022944445;None;NO
37020;99.17715;1.31316;ecl;On;On;Receiver;Off;32.082912;40.3721;0.0022944445;None;NO
37030;99.16522;1.31346;ecl;On;On;Receiver;Off;31.896524;39.76115;0.0022944445;None;NO
37040;99.1533;1.31376;ecl;On;On;Receiver;Off;31.712652;39.15002;0.0022944445;None;NO
37050;99.14137;1.31406;ecl;On;On;Receiver;Off;31.531199;38.53872;0.0022944445;None;NO
37060;99.12945;1.31436;ecl;On;On;Receiver;Off;31.352076;37.927254;0.0022944445;None;NO
37070;99.11752;1.31466;ecl;On;On;Receiver;Off;31.175192;37.315624;0.0022944445;None;NO
37080;99.1056;1.31496;ecl;On;On;Receiver;Off;31.000467;36.703846;0.0022944445;None;NO
37090;99.09367;1.31526;ecl;On;On;Receiver;Off;30.827818;36.09192;0.0022944445;None;NO
37100;99.08175;1.31556;ecl;On;On;Receiver;Off;30.657167;35.479847;0.0022944445;None;NO
37110;99.06982;1.31586;ecl;On;On;Receiver;Off;30.488445;34.86764;0.0022944445;None;NO
37120;99.05789;1.31616;ecl;On;On;Receiver;Off;30.321575;34.255302;0.0022944445;None;NO
37130;99.04597;1.31646;ecl;On;On;Receiver;Off;30.156494;33.642838;0.0022944445;None;NO
37140;99.03404;1.31676;ecl;On;On;Receiver;Off;29.993135;33.030247;0.0022944445;None;NO
37150;99.02212;1.31706;ecl;On;On;Receiver;Off;29.831434;32.41754;0.0022944445;None;NO
37160;99.01019;1.31736;ecl;On;On;Receiver;Off;29.671333;31.804724;0.0022944445;None;NO
37170;98.99827;1.31766;ecl;On;On;Receiver;Off;29.512772;31.191795;0.0022944445;None;NO
37180;98.98634;1.31796;ecl;On;On;Receiver;Off;29.355696;30.57876;0.0022944445;None;NO
37190;98.97442;1.31826;ecl;On;On;Receiver;Off;29.20005;29.965626;0.0022944445;None;NO
37200;98.962494;1.31856;ecl;On;On;Receiver;Off;29.045786;29.352392;0.0022944445;None;NO
37210;98.95057;1.31886;ecl;On;On;Receiver;Off;28.892849;28.739065;0.0022944445;None;NO
37220;98.93864;1.31916;ecl;On;On;Receiver;Off;28.741194;28.125647;0.0022944445;None;NO
37230;98.92671;1.31946;ecl;On;On;Receiver;Off;28.59077;27.512142;0.0022944445;None;NO
37240;98.91479;1.31976;ecl;On;On;Receiver;Off;28.44154;26.898552;0.0022944445;None;NO
37250;98.90286;1.32006;ecl;On;On;Receiver;Off;28.293453;26.284882;0.0022944445;None;NO
37260;98.89094;1.32036;ecl;On;On;Receiver;Off;28.146471;25.671131;0.0022944445;None;NO
37270;98.87901;1.32066;ecl;On;On;Receiver;Off;28.000551;25.057306;0.0022944445;None;NO
37280;98.86709;1.32096;ecl;On;On;Receiver;Off;27.855656;24.443409;0.0022944445;None;NO
37290;98.85516;1.32126;ecl;On;On;Receiver;Off;27.711744;23.829443;0.0022944445;None;NO
37300;98.84324;1.32156;ecl;On;On;Receiver;Off;27.56878;23.215408;0.0022944445;None;NO
37310;98.831314;1.32186;ecl;On;On;Receiver;Off;27.426731;22.601309;0.0022944445;None;NO
37320;98.81939;1.32216;ecl;On;On;Receiver;Off;27.285557;21.987148;0.0022944445;None;NO
37330;98.807465;1.32246;ecl;On;On;Receiver;Off;27.145227;21.372927;0.0022944445;None;NO
37340;98.79553;1.32276;ecl;On;On;Receiver;Off;27.005709;20.75865;0.0022944445;None;NO
37350;98.78361;1.32306;ecl;On;On;Receiver;Off;26.866966;20.144316;0.0022944445;None;NO
37360;98.77168;1.32336;ecl;On;On;Receiver;Off;26.728971;19.52993;0.0022944445;None;NO
37370;98.75976;1.32366;ecl;On;On;Receiver;Off;26.591694;18.915491;0.0022944445;None;NO
37380;98.74783;1.32396;ecl;On;On;Receiver;Off;26.455103;18.301006;0.0022944445;None;NO
37390;98.73591;1.32426;ecl;On;On;Receiver;Off;26.319172;17.686474;0.0022944445;None;NO
37400;98.72398;1.32456;ecl;On;On;Receiver;Off;26.183868;17.071896;0.0022944445;None;NO
37410;98.71206;1.32486;ecl;On;On;Receiver;Off;26.049168;16.457275;0.0022944445;None;NO
37420;98.700134;1.32516;ecl;On;On;Receiver;Off;25.915043;15.842614;0.0022944445;None;NO
37430;98.68821;1.32546;ecl;On;On;Receiver;Off;25.781466;15.227914;0.0022944445;None;NO
37440;98.676285;1.32576;ecl;On;On;Receiver;Off;25.648413;14.613176;0.0022944445;None;NO
37450;98.66436;1.32606;ecl;On;On;Receiver;Off;25.515858;13.998404;0.0022944445;None;NO
37460;98.65243;1.32636;ecl;On;On;Receiver;Off;25.383776;13.383597;0.0022944445;None;NO
37470;98.6405;1.32666;ecl;On;On;Receiver;Off;25.252142;12.768759;0.0022944445;None;NO
37480;98.62858;1.32696;ecl;On;On;Receiver;Off;25.120934;12.15389;0.0022944445;None;NO
37490;98.61665;1.32726;ecl;On;On;Receiver;Off;24.990128;11.538992;0.0022944445;None;NO
37500;98.60473;1.32756;ecl;On;On;Receiver;Off;24.8597;10.9240675;0.0022944445;None;NO
37510;98.592804;1.32786;ecl;On;On;Receiver;Off;24.729626;10.309117;0.0022944445;None;NO
37520;98.58088;1.32816;ecl;On;On;Receiver;Off;24.599888;9.694143;0.0022944445;None;NO
37530;98.568954;1.32846;ecl;On;On;Receiver;Off;24.470459;9.079146;0.0022944445;None;NO
37540;98.55703;1.32876;ecl;On;On;Receiver;Off;24.341322;8.464129;0.0022944445;None;NO
37550;98.545105;1.32906;ecl;On;On;Receiver;Off;24.212452;7.8490925;0.0022944445;None;NO
37560;98.53318;1.32936;ecl;On;On;Receiver;Off;24.083828;7.234038;0.0022944445;None;NO
37570;98.521255;1.32966;ecl;On;On;Receiver;Off;23.955433;6.618967;0.0022944445;None;NO
37580;98.50932;1.32996;ecl;On;On;Receiver;Off;23.82724;6.003881;0.0022944445;None;NO
37590;98.4974;1.33026;ecl;On;On;Receiver;Off;23.699234;5.3887815;0.0022944445;None;NO
37600;98.48547;1.33056;ecl;On;On;Receiver;Off;23.57139;4.7736697;0.0022944445;None;NO
37610;98.47355;1.33086;ecl;On;On;Receiver;Off;23.443693;4.1585474;0.0022944445;None;NO
37620;98.461624;1.33116;ecl;On;On;Receiver;Off;23.316118;3.5434158;0.0022944445;None;NO
37630;98.4497;1.33146;ecl;On;On;Receiver;Off;23.188646;2.928276;0.0022944445;None;NO
37640;98.437775;1.33176;ecl;On;On;Receiver;Off;23.06126;2.31313;0.0022944445;None;NO
37650;98.42585;1.33206;ecl;On;On;Receiver;Off;22.933937;1.6979787;0.0022944445;None;NO
37660;98.413925;1.33236;ecl;On;On;Receiver;Off;22.80666;1.0828238;0.0022944445;None;NO
37670;98.402;1.33266;ecl;On;On;Receiver;Off;22.679405;0.46766633;0.0022944445;None;NO
37680;98.390076;1.33296;ecl;On;On;Receiver;Off;22.552156;-0.14749216;0.0022944445;None;NO
37690;98.37815;1.33326;ecl;On;On;Receiver;Off;22.424892;-0.7626503;0.0022944445;None;NO
37700;98.36622;1.33356;ecl;On;On;Receiver;Off;22.297596;-1.3778068;0.0022944445;None;NO
37710;98.354294;1.33386;ecl;On;On;Receiver;Off;22.170242;-1.9929601;0.0022944445;None;NO
37720;98.34237;1.33416;ecl;On;On;Receiver;Off;22.042816;-2.608109;0.0022944445;None;NO
37730;98.330444;1.33446;ecl;On;On;Receiver;Off;21.915297;-3.2232523;0.0022944445;None;NO
37740;98.31852;1.33476;ecl;On;On;Receiver;Off;21.787663;-3.8383882;0.0022944445;None;NO
37750;98.306595;1.33506;ecl;On;On;Receiver;Off;21.659895;-4.4535155;0.0022944445;None;NO
37760;98.29467;1.33536;ecl;On;On;Receiver;Off;21.531973;-5.068633;0.0022944445;None;NO
37770;98.282745;1.33566;ecl;On;On;Receiver;Off;21.403875;-5.6837387;0.0022944445;None;NO
37780;98.27082;1.33596;ecl;On;On;Receiver;Off;21.275585;-6.298832;0.0022944445;None;NO
37790;98.258896;1.33626;ecl;On;On;Receiver;Off;21.147078;-6.9139113;0.0022944445;None;NO
37800;98.24697;1.33656;ecl;On;On;Receiver;Off;21.018333;-7.5289745;0.0022944445;None;NO
37810;98.23505;1.33686;ecl;On;On;Receiver;Off;20.889334;-8.144021;0.0022944445;None;NO
37820;98.223114;1.33716;ecl;On;On;Receiver;Off;20.760054;-8.759048;0.0022944445;None;NO
37830;98.21119;1.33746;ecl;On;On;Receiver;Off;20.630474;-9.374056;0.0022944445;None;NO
37840;98.199265;1.33776;ecl;On;On;Receiver;Off;20.50057;-9.989041;0.0022944445;None;NO
37850;98.18734;1.33806;ecl;On;On;Receiver;Off;20.370323;-10.604005;0.0022944445;None;NO
37860;98.175415;1.33836;ecl;On;On;Receiver;Off;20.23971;-11.218943;0.0022944445;None;NO
37870;98.16349;1.33866;ecl;On;On;Receiver;Off;20.108706;-11.833855;0.0022944445;None;NO
37880;98.151566;1.33896;ecl;On;On;Receiver;Off;19.977287;-12.448739;0.0022944445;None;NO
37890;98.13964;1.33926;ecl;On;On;Receiver;Off;19.845434;-13.063593;0.0022944445;None;NO
37900;98.127716;1.33956;ecl;On;On;Receiver;Off;19.713118;-13.678417;0.0022944445;None;NO
37910;98.11579;1.33986;ecl;On;On;Receiver;Off;19.580318;-14.293207;0.0022944445;None;NO
37920;98.10387;1.34016;ecl;On;On;Receiver;Off;19.447006;-14.907964;0.0022944445;None;NO
37930;98.09194;1.34046;ecl;On;On;Receiver;Off;19.31316;-15.522683;0.0022944445;None;NO
37940;98.08001;1.34076;ecl;On;On;Receiver;Off;19.178751;-16.137365;0.0022944445;None;NO
37950;98.068085;1.34106;ecl;On;On;Receiver;Off;19.043755;-16.752007;0.0022944445;None;NO
37960;98.05616;1.34136;ecl;On;On;Receiver;Off;18.90814;-17.366608;0.0022944445;None;NO
37970;98.044235;1.34166;ecl;On;On;Receiver;Off;18.771883;-17.981163;0.0022944445;None;NO
37980;98.03231;1.34196;ecl;On;On;Receiver;Off;18.634953;-18.595675;0.0022944445;None;NO
37990;98.020386;1.34226;ecl;On;On;Receiver;Off;18.497322;-19.210136;0.0022944445;None;NO
38000;98.00846;1.34256;ecl;On;On;Receiver;Off;18.35896;-19.82455;0.0022944445;None;NO
38010;97.99654;1.34286;ecl;On;On;Receiver;Off;18.219833;-20.438911;0.0022944445;None;NO
38020;97.98461;1.34316;ecl;On;On;Receiver;Off;18.079914;-21.053219;0.0022944445;None;NO
38030;97.97269;1.34346;ecl;On;On;Receiver;Off;17.939167;-21.667469;0.0022944445;None;NO
38040;97.96076;1.34376;ecl;On;On;Receiver;Off;17.79756;-22.281662;0.0022944445;None;NO
38050;97.94883;1.34406;ecl;On;On;Receiver;Off;17.65506;-22.895794;0.0022944445;None;NO
38060;97.936905;1.34436;ecl;On;On;Receiver;Off;17.511627;-23.509861;0.0022944445;None;NO
38070;97.92498;1.34466;ecl;On;On;Receiver;Off;17.36723;-24.123863;0.0022944445;None;NO
38080;97.913055;1.34496;ecl;On;On;Receiver;Off;17.221828;-24.737799;0.0022944445;None;NO
38090;97.90113;1.34526;ecl;On;On;Receiver;Off;17.075384;-25.35166;0.0022944445;None;NO
38100;97.889206;1.34556;ecl;On;On;Receiver;Off;16.927855;-25.96545;0.0022944445;None;NO
38110;97.87728;1.34586;ecl;On;On;Receiver;Off;16.779203;-26.579163;0.0022944445;None;NO
38120;97.86536;1.34616;ecl;On;On;Receiver;Off;16.629383;-27.192795;0.0022944445;None;NO
38130;97.85343;1.34646;ecl;On;On;Receiver;Off;16.478352;-27.806345;0.0022944445;None;NO
38140;97.84151;1.34676;ecl;On;On;Receiver;Off;16.326063;-28.419807;0.0022944445;None;NO
38150;97.82958;1.34706;ecl;On;On;Receiver;Off;16.17247;-29.033184;0.0022944445;None;NO
38160;97.81766;1.34736;ecl;On;On;Receiver;Off;16.017523;-29.646465;0.0022944445;None;NO
38170;97.805725;1.34766;ecl;On;On;Receiver;Off;15.86117;-30.259653;0.0022944445;None;NO
38180;97.7938;1.34796;ecl;On;On;Receiver;Off;15.703361;-30.87274;0.0022944445;None;NO
38190;97.781876;1.34826;ecl;On;On;Receiver;Off;15.544038;-31.485723;0.0022944445;None;NO
38200;97.76995;1.34856;ecl;On;On;Receiver;Off;15.383146;-32.0986;0.0022944445;None;NO
38210;97.758026;1.34886;ecl;On;On;Receiver;Off;15.220626;-32.711365;0.0022944445;None;NO
38220;97.7461;1.34916;ecl;On;On;Receiver;Off;15.056416;-33.324013;0.0022944445;None;NO
38230;97.73418;1.34946;ecl;On;On;Receiver;Off;14.8904505;-33.936543;0.0022944445;None;NO
38240;97.72225;1.34976;ecl;On;On;Receiver;Off;14.722666;-34.54895;0.0022944445;None;NO
38250;97.71033;1.35006;ecl;On;On;Receiver;Off;14.55299;-35.161224;0.0022944445;None;NO
38260;97.6984;1.35036;ecl;On;On;Receiver;Off;14.381352;-35.77337;0.0022944445;None;NO
38270;97.68648;1.35066;ecl;On;On;Receiver;Off;14.207678;-36.385372;0.0022944445;None;NO
38280;97.67455;1.35096;ecl;On;On;Receiver;Off;14.031886;-36.997227;0.0022944445;None;NO
38290;97.71604;1.35126;sun;On;On;Receiver;Off;13.853896;-37.608936;0.0022944445;None;NO
38300;97.75754;1.35156;sun;On;On;Receiver;Off;13.673622;-38.220486;0.0022944445;None;NO
38310;97.79903;1.35186;sun;On;On;Receiver;Off;13.490973;-38.831875;0.0022944445;None;NO
38320;97.84052;1.35216;sun;On;On;Receiver;Off;13.305858;-39.443096;0.0022944445;None;NO
38330;97.88202;1.35246;sun;On;On;Receiver;Off;13.118176;-40.05414;0.0022944445;None;NO
38340;97.92351;1.35276;sun;On;On;Receiver;Off;12.927826;-40.665;0.0022944445;None;NO
38350;97.965004;1.35306;sun;On;On;Receiver;Off;12.734699;-41.275673;0.0022944445;None;NO
38360;98.0065;1.35336;sun;On;On;Receiver;Off;12.538683;-41.886147;0.0022944445;None;NO
38370;98.04799;1.35366;sun;On;On;Receiver;Off;12.33966;-42.496414;0.0022944445;None;NO
38380;98.089485;1.35396;sun;On;On;Receiver;Off;12.137504;-43.10647;0.0022944445;None;NO
38390;98.130974;1.35426;sun;On;On;Receiver;Off;11.932084;-43.716297;0.0022944445;None;NO
38400;98.17247;1.35456;sun;On;On;Receiver;Off;11.723264;-44.325893;0.0022944445;None;NO
38410;98.21397;1.35486;sun;On;On;Receiver;Off;11.510899;-44.935246;0.0022944445;None;NO
38420;98.255455;1.35516;sun;On;On;Receiver;Off;11.294836;-45.544346;0.0022944445;None;NO
38430;98.29695;1.35546;sun;On;On;Receiver;Off;11.074914;-46.15318;0.0022944445;None;NO
38440;98.33845;1.35576;sun;On;On;Receiver;Off;10.8509655;-46.76174;0.0022944445;None;NO
38450;98.37994;1.35606;sun;On;On;Receiver;Off;10.62281;-47.37001;0.0022944445;None;NO
38460;98.42143;1.35636;sun;On;On;Receiver;Off;10.390261;-47.977978;0.0022944445;None;NO
38470;98.46292;1.35666;sun;On;On;Receiver;Off;10.153117;-48.585632;0.0022944445;None;NO
38480;98.50442;1.35696;sun;On;On;Receiver;Off;9.911168;-49.192955;0.0022944445;None;NO
38490;98.54591;1.35726;sun;On;On;Receiver;Off;9.664191;-49.799934;0.0022944445;None;NO
38500;98.5874;1.35756;sun;On;On;Receiver;Off;9.411949;-50.40655;0.0022944445;None;NO
38510;98.6289;1.35786;sun;On;On;Receiver;Off;9.154192;-51.01279;0.0022944445;None;NO
38520;98.670395;1.35816;sun;On;On;Receiver;Off;8.890653;-51.61863;0.0022944445;None;NO
38530;98.71188;1.35846;sun;On;On;Receiver;Off;8.62105;-52.224052;0.0022944445;None;NO
38540;98.75338;1.35876;sun;On;On;Receiver;Off;8.345082;-52.82904;0.0022944445;None;NO
38550;98.79487;1.35906;sun;On;On;Receiver;Off;8.062429;-53.433563;0.0022944445;None;NO
38560;98.836365;1.35936;sun;On;On;Receiver;Off;7.7727523;-54.037605;0.0022944445;None;NO
38570;98.87786;1.35966;sun;On;On;Receiver;Off;7.4756866;-54.64114;0.0022944445;None;NO
38580;98.91935;1.35996;sun;On;On;Receiver;Off;7.170846;-55.244137;0.0022944445;None;NO
38590;98.960846;1.36026;sun;On;On;Receiver;Off;6.8578157;-55.84657;0.0022944445;None;NO
38600;99.00234;1.36056;sun;On;On;Receiver;Off;6.536154;-56.448406;0.0022944445;None;NO
38610;99.04383;1.36086;sun;On;On;Receiver;Off;6.2053866;-57.049614;0.0022944445;None;NO
38620;99.08533;1.36116;sun;On;On;Receiver;Off;5.865006;-57.650158;0.0022944445;None;NO
38630;99.126816;1.36146;sun;On;On;Receiver;Off;5.514468;-58.25;0.0022944445;None;NO
38640;99.16831;1.36176;sun;On;On;Receiver;Off;5.1531878;-58.8491;0.0022944445;None;NO
38650;99.20981;1.36206;sun;On;On;Receiver;Off;4.7805367;-59.44741;0.0022944445;None;NO
38660;99.2513;1.36236;sun;On;On;Receiver;Off;4.395838;-60.044888;0.0022944445;None;NO
38670;99.29279;1.36266;sun;On;On;Receiver;Off;3.9983613;-60.641476;0.0022944445;None;NO
38680;99.33429;1.36296;sun;On;On;Receiver;Off;3.587321;-61.237125;0.0022944445;None;NO
38690;99.37578;1.36326;sun;On;On;Receiver;Off;3.161866;-61.83177;0.0022944445;None;NO
38700;99.417274;1.36356;sun;On;On;Receiver;Off;2.7210765;-62.42535;0.0022944445;None;NO
38710;99.45876;1.36386;sun;On;On;Receiver;Off;2.2639558;-63.01779;0.0022944445;None;NO
38720;99.50026;1.36416;sun;On;On;Receiver;Off;1.7894232;-63.609016;0.0022944445;None;NO
38730;99.541756;1.36446;sun;On;On;Receiver;Off;1.2963047;-64.198944;0.0022944445;None;NO
38740;99.583244;1.36476;sun;On;On;Receiver;Off;0.783323;-64.78748;0.0022944445;None;NO
38750;99.62474;1.36506;sun;On;On;Receiver;Off;0.2490875;-65.37453;0.0022944445;None;NO
38760;99.66624;1.36536;sun;On;On;Receiver;Off;-0.30791903;-65.95997;0.0022944445;None;NO
38770;99.707726;1.36566;sun;On;On;Receiver;Off;-0.88935363;-66.54369;0.0022944445;None;NO
38780;99.74922;1.36596;sun;On;On;Receiver;Off;-1.4970292;-67.125565;0.0022944445;None;NO
38790;99.79071;1.36626;sun;On;On;Receiver;Off;-2.1329312;-67.70544;0.0022944445;None;NO
38800;99.83221;1.36656;sun;On;On;Receiver;Off;-2.7992387;-68.28315;0.0022944445;None;NO
38810;99.8737;1.36686;sun;On;On;Receiver;Off;-3.4983444;-68.85853;0.0022944445;None;NO
38820;99.91519;1.36716;sun;On;On;Receiver;Off;-4.232882;-69.43137;0.0022944445;None;NO
38830;99.95669;1.36746;sun;On;On;Receiver;Off;-5.0057516;-70.00147;0.0022944445;None;NO
38840;99.988075;1.36776;sun;On;On;Receiver;Off;-5.8201537;-70.56857;0.0022944445;None;NO
38850;99.988075;1.36806;sun;On;On;Receiver;Off;-6.679621;-71.132416;0.0022944445;None;NO
38860;99.988075;1.36836;sun;On;On;Receiver;Off;-7.5880613;-71.69269;0.0022944445;None;NO
38870;99.988075;1.36866;sun;On;On;Receiver;Off;-8.549798;-72.24906;0.0022944445;None;NO
38880;99.988075;1.36896;sun;On;On;Receiver;Off;-9.569618;-72.80115;0.0022944445;None;NO
38890;99.988075;1.36926;sun;On;On;Receiver;Off;-10.652828;-73.34853;0.0022944445;None;NO
38900;99.988075;1.36956;sun;On;On;Receiver;Off;-11.805306;-73.890724;0.0022944445;None;NO
38910;99.988075;1.36986;sun;On;On;Receiver;Off;-13.0335655;-74.427185;0.0022944445;None;NO
38920;99.988075;1.37016;sun;On;On;Receiver;Off;-14.344814;-74.957306;0.0022944445;None;NO
38930;99.988075;1.37046;sun;On;On;Receiver;Off;-15.74702;-75.48038;0.0022944445;None;NO
38940;99.988075;1.37076;sun;On;On;Receiver;Off;-17.248962;-75.99563;0.0022944445;None;NO
38950;99.988075;1.37106;sun;On;On;Receiver;Off;-18.860292;-76.50215;0.0022944445;None;NO
38960;99.988075;1.37136;sun;On;On;Receiver;Off;-20.59155;-76.998924;0.0022944445;None;NO
38970;99.988075;1.37166;sun;On;On;Receiver;Off;-22.45417;-77.484795;0.0022944445;None;NO
38980;99.988075;1.37196;sun;On;On;Receiver;Off;-24.460432;-77.958435;0.0022944445;None;NO
38990;99.988075;1.37226;sun;On;On;Receiver;Off;-26.623344;-78.41835;0.0022944445;None;NO
39000;99.988075;1.37256;sun;On;On;Receiver;Off;-28.956425;-78.86283;0.0022944445;None;NO
39010;99.988075;1.37286;sun;On;On;Receiver;Off;-31.473335;-79.28996;0.0022944445;None;NO
39020;99.988075;1.37316;sun;On;On;Receiver;Off;-34.187363;-79.697586;0.0022944445;None;NO
39030;99.988075;1.37346;sun;On;On;Receiver;Off;-37.110638;-80.0833;0.0022944445;None;NO
39040;99.988075;1.37376;sun;On;On;Receiver;Off;-40.253136;-80.44443;0.0022944445;None;NO
39050;99.988075;1.37406;sun;On;On;Receiver;Off;-43.62136;-80.77811;0.0022944445;None;NO
39060;99.988075;1.37436;sun;On;On;Receiver;Off;-47.216846;-81.081245;0.0022944445;None;NO
39070;99.988075;1.37466;sun;On;On;Receiver;Off;-51.034485;-81.35063;0.0022944445;None;NO
39080;99.988075;1.37496;sun;On;On;Receiver;Off;-55.060963;-81.58302;0.0022944445;None;NO
39090;99.988075;1.37526;sun;On;On;Receiver;Off;-59.273563;-81.77528;0.0022944445;None;NO
39100;99.988075;1.37556;sun;On;On;Receiver;Off;-63.639713;-81.924545;0.0022944445;None;NO
39110;99.988075;1.37586;sun;On;On;Receiver;Off;-68.1176;-82.0284;0.0022944445;None;NO
39120;99.988075;1.37616;sun;On;On;Receiver;Off;-72.65804;-82.08505;0.0022944445;None;NO
39130;99.988075;1.37646;sun;On;On;Receiver;Off;-77.20746;-82.09348;0.0022944445;None;NO
39140;99.988075;1.37676;sun;On;On;Receiver;Off;-81.71163;-82.05355;0.0022944445;None;NO
39150;99.988075;1.37706;sun;On;On;Receiver;Off;-86.11956;-81.965965;0.0022944445;None;NO
39160;99.988075;1.37736;sun;On;On;Receiver;Off;-90.38673;-81.83227;0.0022944445;None;NO
39170;99.988075;1.37766;sun;On;On;Receiver;Off;-94.47741;-81.65467;0.0022944445;None;NO
39180;99.988075;1.37796;sun;On;On;Receiver;Off;-98.36564;-81.435905;0.0022944445;None;NO
39190;99.988075;1.37826;sun;On;On;Receiver;Off;-102.03512;-81.17904;0.0022944445;None;NO
39200;99.988075;1.37856;sun;On;On;Receiver;Off;-105.47821;-80.88728;0.0022944445;None;NO
39210;99.988075;1.37886;sun;On;On;Receiver;Off;-108.694435;-80.56388;0.0022944445;None;NO
39220;99.988075;1.37916;sun;On;On;Receiver;Off;-111.68885;-80.21197;0.0022944445;None;NO
39230;99.988075;1.37946;sun;On;On;Receiver;Off;-114.470436;-79.8345;0.0022944445;None;NO
39240;99.988075;1.37976;sun;On;On;Receiver;Off;-117.05075;-79.43423;0.0022944445;None;NO
39250;99.988075;1.38006;sun;On;On;Receiver;Off;-119.44279;-79.013626;0.0022944445;None;NO
39260;99.988075;1.38036;sun;On;On;Receiver;Off;-121.66016;-78.57496;0.0022944445;None;NO
39270;99.988075;1.38066;sun;On;On;Receiver;Off;-123.71647;-78.12021;0.0022944445;None;NO
39280;99.988075;1.38096;sun;On;On;Receiver;Off;-125.62494;-77.65117;0.0022944445;None;NO
39290;99.988075;1.38126;sun;On;On;Receiver;Off;-127.398094;-77.1694;0.0022944445;None;NO
39300;99.988075;1.38156;sun;On;On;Receiver;Off;-129.04765;-76.676285;0.0022944445;None;NO
39310;99.988075;1.38186;sun;On;On;Receiver;Off;-130.58447;-76.173035;0.0022944445;None;NO
39320;99.988075;1.38216;sun;On;On;Receiver;Off;-132.01846;-75.66071;0.0022944445;None;NO
39330;99.988075;1.38246;sun;On;On;Receiver;Off;-133.3587;-75.14027;0.0022944445;None;NO
39340;99.988075;1.38276;sun;On;On;Receiver;Off;-134.61343;-74.61252;0.0022944445;None;NO
39350;99.988075;1.38306;sun;On;On;Receiver;Off;-135.79008;-74.07819;0.0022944445;None;NO
39360;99.988075;1.38336;sun;On;On;Receiver;Off;-136.89539;-73.53793;0.0022944445;None;NO
39370;99.988075;1.38366;sun;On;On;Receiver;Off;-137.93546;-72.992294;0.0022944445;None;NO
39380;99.988075;1.38396;sun;On;On;Receiver;Off;-138.91574;-72.441795;0.0022944445;None;NO
